PickupDropPointName,Latitude,Longitude,LocalityName,StatusCode
Bus - Dattawadi,18.4962073,73.8384885,Sinhagad RD-VitthalWadi SBI(L),Active
Sinhagad RD-VitthalWadi SBI(L),18.481729,73.825755,Sinhagad RD-VitthalWadi SBI(L),Active
Sinhgad Road - Vitthal Wadi SBI Branch (L),18.481993,73.826190,Sinhagad RD-VitthalWadi SBI(L),Active
Somwar Peth-NarpatgiriChowk(L),18.5229,73.8675,Somwar Peth-NarpatgiriChowk(L),Active
Bus - KEM Hospital,18.5200646200195,73.8678013651105,Somwar Peth-NarpatgiriChowk(L),Active
Sopan Baug Corner (L),18.5132,73.9037,Sopan Baug Corner (L),Active
Bus - Sopan Baug Corner (ASPT),18.5063918,73.9069707,Sopan Baug Corner (L),Active
Sukhsagar Nagar-Lake View (L),18.457272,73.868905,Sukhsagar Nagar-Lake View (L) ,Active
SusRD-AbhinavKala Vidyalaya(S),18.5454,73.7788,SusRD-AbhinavKala Vidyalaya(S),Active
Sus Road - Balaji Mandir (S),18.5424,73.7903,Sus Road - Balaji Mandir (S),Active
Bus - Athashri,18.548410,73.791142,Sus Road - Balaji Mandir (S),Active
Bus - Windows Apartments,18.5537580694145,73.7492579537758,Sus Road - Pashankar Auto (S),Active
Sus Road - Pashankar Auto (S),18.548,73.7733,Sus Road - Pashankar Auto (S),Active
"Bus - Sutarwadi, Highway",18.5386659,73.7810732,Sus Road - Pashankar Auto (S),Active
"Bus - Nissan Auto, Highway",18.5475561,73.7733484,Sus Road - Pashankar Auto (S),Active
Bus - Abhinav College,18.545432,73.777835,Sus Road - Pashankar Auto (S),Active
Bus - ARDE Colony,18.5308433,73.7920702,Sus Road - Pashankar Auto (S),Active
Bus - Sus Gaon,18.553318,73.753966,Sus Road - Pashankar Auto (S),Active
Bus - Hotel Western Park,18.552332,73.759816,Sus Road - Pashankar Auto (S),Active
Bus - Ravi Nagar,18.548458,73.768425,Sus Road - Pashankar Auto (S),Active
Bus - Abhimanshree Soc (Pashan Road),18.5400391,73.8177658,Sus Road - Sai Chowk (S),Active
Bus - Pashan Circle,18.5377606,73.796233,Sus Road - Sai Chowk (S),Active
Bus - Sus Road Dutta Mandir,18.54113,73.792892,Sus Road - Sai Chowk (S),Active
Bus - Balaji Temple,18.5425211,73.7900103,Sus Road - Sai Chowk (S),Active
Bus - Sai Chowk (Sus Road),18.5435281,73.7850428,Sus Road - Sai Chowk (S),Active
Sus Road - Sai Chowk (S),18.5434,73.7855,Sus Road - Sai Chowk (S),Active
Bus - IBM Golibar Maidan,18.5020983,73.8753635,Swargate-Seven Loves Chowk (L),Active
Bus - Hotel Seven Loves,18.5013658,73.8691945,Swargate-Seven Loves Chowk (L),Active
Bus - Swargate,18.5005569,73.858412,Swargate-Seven Loves Chowk (L),Active
Swargate-Seven Loves Chowk (L),18.501,73.8693,Swargate-Seven Loves Chowk (L),Active
Swargate - Saras Baugh-Sanas ground (L),18.5043,73.8536,Swargate-Sanas Ground (L),Active
Bus - Sarasbaug,18.5013022,73.8539488,Swargate-Sanas Ground (L),Active
Bus - Parvati,18.4994835,73.8504941,Swargate-Sanas Ground (L),Active
Bus - Walvekar Nagar,18.481428,73.8571138,Swargate-Sanas Ground (L),Active
Bus - Padmavati,18.4743762,73.8562233,Swargate-Sanas Ground (L),Active
Bus - Taware Bakery,18.4746306,73.853187,Swargate-Sanas Ground (L),Active
Bus - Aranyeshwar,18.4791792,73.8505585,Swargate-Sanas Ground (L),Active
Bus - Sahakar Nagar,18.4898175,73.8498182,Swargate-Sanas Ground (L),Active
Bus - Shahu College,18.4927275,73.8484985,Swargate-Sanas Ground (L),Active
Swargate-Sanas Ground (L),18.503358,73.853668,Swargate-Sanas Ground (L),Active
Tathwade-Balaji Law College(S),18.626722,73.756005,Tathwade-Balaji Law College(S),Active
Bus-Tathawade Chowk,18.628727,73.754241,Tathwade-Balaji Law College(S),Active
Tathwade -  Balaji Law College (S),18.627270,73.756527,Tathwade-Balaji Law College(S),Active
Vadgaon BK-Funtime Theatre (L),18.468595,73.819845,Vadgaon BK-Funtime Theatre (L),Active
Vadgaon Budruk- Funtime Theatre (L),18.468313,73.819820,Vadgaon BK-Funtime Theatre (L),Active
Swargate - Varadshree Hall (L),18.5105,73.8539,Swargate - Varadshree Hall (L),Active
Swargate-Vega Centre (L),18.4997,73.8627,Swargate-Vega Centre (L),Active
Tathwade-IndiraCollage Gate(S),18.612,73.7496,Tathwade-IndiraCollage Gate(S),Active
Tathwade-JSPM Main Gate(S),18.6202,73.7467,Tathwade-JSPM Main Gate(S),Active
Bus - Nano Spaces,18.643169,73.750637,Tathwade-JSPM Main Gate(S),Active
Bus - Tathwade-JSPM Main Gate,18.620060,73.746794,Tathwade-JSPM Main Gate(S),Active
Thergaon-AdityBirlaHospital(S),18.626,73.7756,Thergaon-AdityBirlaHospital(S),Active
Bus - Rosewood Hotel,18.6167,73.7671,Thergaon-Rosewood Hotel (S),Active
Thergaon-Rosewood Hotel (S),18.6167,73.7671,Thergaon-Rosewood Hotel (S),Active
Bus - Vidya Nagar- 509 bus stop,18.575444,73.899251,Tingre NGR-509 Bus Stop (L),Active
Tingre NGR-509 Bus Stop (L),18.5755,73.8993,Tingre NGR-509 Bus Stop (L),Active
Tingre Nagar - Anup Bakery (L),18.5743,73.8906,Tingre Nagar - Anup Bakery (L),Active
Tingre Nagar - Kekan gas (L),18.5749,73.8953,Tingre Nagar - Kekan gas (L),Active
Bus - Tingare Nagar kekan gas,18.574716,73.895278,Tingre Nagar - Kekan gas (L),Active
Bus - Tingare Nagar,18.573812,73.8885117,Tingre NGR-Sanjay Park Corn(L),Active
Tingre NGR-Sanjay Park Corn(L),18.5755,73.8993,Tingre NGR-Sanjay Park Corn(L),Active
Tingre NGR-SawantPetrolPump(L),18.5734,73.8845,Tingre NGR-SawantPetrolPump(L),Active
University Circle  - University Circle  Bus stop after flyover (M),18.5492,73.8245,University Circle- Bus Stop(M),Active
Bus - University Circle,18.5421345,73.8286448,University Circle- Bus Stop(M),Active
Bus - Corporation,18.5232748,73.8542975,University Circle- Bus Stop(M),Active
University Circle- Bus Stop(M),18.542039,73.829049,University Circle- Bus Stop(M),Active
Bus-Ahire Gate NDA,18.464453,73.773568,Uttamnagar - Ahire Gate (L),Active
Uttamnagar - Ahire Gate (L),18.4642,73.7736,Uttamnagar - Ahire Gate (L),Active
Uttamnagar-Telephone Exch (L),18.4596,73.7711,Uttamnagar-Telephone Exch (L),Active
Bus - Uttam Nagar,18.4605211,73.7723774,Uttamnagar-Telephone Exch (L),Active
Vadgaon BK-Indian Hume Pipe(L),18.470585,73.820562,Vadgaon BK-Indian Hume Pipe(L),Active
Vadgaonsheri-Brahma Suncity(L),18.549,73.9184,Vadgaonsheri-Brahma Suncity(L),Active
Vadgaosheri-SaharaResturant(L),18.5605,73.9183,Vadgaosheri-SaharaResturant(L),Active
Vadgaosheri-Somnath Mandir (L),18.5586,73.9212,Vadgaosheri-Somnath Mandir (L),Active
Vimanagar - Novotel Hotel (L),18.5591,73.9113,Vimanagar - Novotel Hotel (L),Active
Vimanagar-Symbiosis (SIMC) (L),18.5652,73.9079,Vimanagar-Symbiosis (SIMC) (L),Active
Bus - Viman Nagar Corner,18.5608396,73.9182735,Vimanagar-Symbiosis (SIMC) (L),Active
Bus - Weikfield,18.5585919,73.9115251,Vimanagar-Symbiosis (SIMC) (L),Active
Bus - Symbiosis Vimannagar,18.565145,73.906992,Vimanagar-Symbiosis (SIMC) (L),Active
Bus - Vishal Nagar,18.5882935,73.7837983,Vishal Nagar-Hotel Akshat (S),Active
Vishal Nagar-Hotel Akshat (S),18.5883,73.7837,Vishal Nagar-Hotel Akshat (S),Active
Vishal Nagar-DP raod Corner(S),18.588524,73.779859,Vishal Nagar-DP raod Corner(S),Active
Bus - Savitri Bai Phule Udyan,18.590144,73.779501,Vishal Nagar-DP raod Corner(S),Active
Bus - Nandgude High School,18.584164,73.782382,Vishal Nagar-DP raod Corner(S),Active
Bus - Prateek Nagar,18.5725204,73.8784481,VishrantWadi-Prateek Nagar (L),Active
VishrantWadi-Prateek Nagar (L),18.5683,73.8797,VishrantWadi-Prateek Nagar (L),Active
Vishrant Wadi - RTO (L),18.5569,73.8757,Vishrant Wadi - RTO (L),Active
Bus - Central Jail,18.5639815015979,73.885053741508,Vishrant Wadi - RTO (L),Active
Bus - Vishrantwadi,18.5725204,73.8784481,VishrantWadi-Chowk (L),Active
VishrantWadi-Chowk (L),18.5724,73.8785,VishrantWadi-Chowk (L),Active
Kondhwa-VIT hostel (L),18.458099,73.878052,Kondhwa-VIT hostel (L),Active
Bus - Mont Vert Tropez,18.595307,73.768408,Wakad - Mont Vert Corner (S),Active
Wakad - Mont Vert Corner (S),18.60288,73.764677,Wakad - Mont Vert Corner (S),Active
Bus - Wakad Public School,18.5922187,73.7624908,Wakad - Corporation School (S),Active
Wakad - Corporation School (S),18.5923,73.7624,Wakad - Corporation School (S),Active
Bus - Wakad Flyover,18.591899,73.754609,Wakad - Corporation School (S),Active
Wakad - Datta Mandir (S),18.596242,73.763771,Wakad - Datta Mandir (S),Active
Bus - Alpha Hospital,18.598726,73.763706,Wakad - Datta Mandir (S),Active
Bus - Wakad Dutta Mandir,18.596223,73.76372,Wakad - Datta Mandir (S),Active
Bus - Ozone Spring,18.594871,73.763477,Wakad - Datta Mandir (S),Active
Wakad - Hotel Soundarya (S),18.5911,73.7517,Wakad - Hotel Soundarya (S),Active
Bus - Hinjawadi Royal Mirage,18.594449,73.747909,Wakad - Hotel Soundarya (S),Active
Wakad - Mauli Chowk (s),18.597900,73.763785,Wakad - Mauli Chowk (S),Active
Wakad - Shiv colony gate (S),18.6101,73.7653,Wakad - Shiv colony gate (S),Active
Bus - Shiv Colony,18.607815,73.765039,Wakad - Shiv colony gate (S),Active
Bus - Capriccio,18.6029364,73.7647224,Wakad - Shiv colony gate (S),Active
Bus - Costa Rica,18.601111,73.764142,Wakad - Shiv colony gate (S),Active
Wakad-Whisling Palms Gate (S),18.5899,73.7749,Wakad-Whisling Palms Gate (S),Active
Wakad- Life Point Hospital (S),18.597667,73.755444,Wakad-Life Point Hospital (S),Active
Wakad-Life Point Hospital (S),18.597616,73.755454,Wakad-Life Point Hospital (S),Active
WakdeWadi-BUBhandari (L),18.5476,73.8517,WakdeWadi-BUBhandari (L),Active
Walekarwadi-ChinchwadeFarms(M),18.6332,73.7679,Walekarwadi-ChinchwadeFarms(M),Active
Bus - Walhekarwadi (Hotel New Wood),18.63314,73.76795,Walekarwadi-ChinchwadeFarms(M),Active
Walhekarwadi - Chinchwade Farms Gate (L),18.6332,73.7679,Walekarwadi-ChinchwadeFarms(M),Active
Walekarwadi-Palika School (M),18.6356,73.7608,Walekarwadi-Palika School (M),Active
Walhekarwadi - Nagar Palika School (L),18.6356,73.7608,Walekarwadi-Palika School (M),Active
Wanowrie-AnusuyaEnclave CHS(L),18.4922,73.8979,Wanowrie-AnusuyaEnclave CHS(L),Active
Wanowrie-Jambhulkar chowk (L),18.497062,73.900223,Wanowrie-Jambhulkar chowk (L),Active
Bus - Jambhulkar Chowk,18.495014,73.900094,Wanowrie-Jambhulkar chowk (L),Active
Bus - Sacred Heart Town,18.4900007,73.8999755,Wanowrie-Jambhulkar chowk (L),Active
Bus - Bahiroba Nala,18.5065851,73.8984305,Wanowrie-Jambhulkar chowk (L),Active
Wanowrie-Kedari Petrol Pump(L),18.4866,73.8986,Wanowrie-Kedari Petrol Pump(L),Active
Warje-Aaditya Graden City (L),18.49072,73.79036,Warje-Aaditya Graden City (L),Active
Warje - Popular Junction (L),18.485,73.7984,Warje - Popular Junction (L),Active
Bus - Popular Nagar,18.4850555,73.7986738,Warje - Popular Junction (L),Active
Bus - Atul Nagar,18.4863173,73.7967212,Warje - Popular Junction (L),Active
Bus - Runwal Meadows,18.4878639,73.794511,Warje - Popular Junction (L),Active
Bus - Aditya Garden City,18.4908859,73.7905092,Warje - Popular Junction (L),Active
Warje-Runwal Meadows Gate (L),18.488005,73.794334,Warje-Runwal Meadows Gate (L),Active
Warje - Warje Naka (L),18.4849,73.8109,Warje - Warje Naka (L),Active
Bus - Warje Flyover,18.4802934,73.8041885,Warje - Warje Naka (L),Active
Bus - Universal Showroom,18.4840087,73.8101315,Warje - Warje Naka (L),Active
Warje - Wonder funkey (L),18.498601,73.789510,Warje - Wonder funkey (L),Active
"Warje Malwadi - Warje Malwadi Naka, After bridge (L)",18.4849,73.8107,Warje Naka-After bridge (L),Active
Bus - Malwadi,18.4757042,73.7956805,Warje Naka-After bridge (L),Active
Warje Naka-After bridge (L),18.479609,73.805164,Warje Naka-After bridge (L),Active
Yamuna NGR-Kanhaiya sweets (M),18.6643,73.7864,Yamuna NGR-Kanhaiya sweets (M),Active
Yamuna NGR-Lic YamunaNGR (M),18.6619,73.7812,Yamuna NGR-Lic YamunaNGR (M),Active
Yamuna Nagar - LIC  Yamunanagar (M),18.6619,73.7812,Yamuna NGR-Lic YamunaNGR (M),Active
Yerawada-BEG bus stop (L),18.5482,73.8718,Yerawada-BEG bus stop (L),Active
Bus - Shadal Baba Dargah,18.5441735066797,73.8781423972763,Yerawada-BEG bus stop (L),Active
Bus - Phule Nagar,18.5570001,73.8754762,Yerawada-BEG bus stop (L),Active
Bus - Golf Course,18.5526011,73.889488,Yerawada-Golf Club circle (L),Active
Bus - Nagpur Chawl,18.5638502,73.8933719,Yerawada-Golf Club circle (L),Active
Bus - Ganesh Nagar (Yerwada),18.552901,73.886805,Yerawada-Golf Club circle (L),Active
Bus - Ambedkar Nagar,18.552819,73.879773,Yerawada-Golf Club circle (L),Active
Yerawada-Golf Club circle (L),18.553,73.8895,Yerawada-Golf Club circle (L),Active
Yerawada - Gunjan Theatre (L),18.547,73.8887,Yerawada - Gunjan Theatre (L),Active
Bus - Gunjan Talkies,18.5458656400567,73.8887988887142,Yerawada - Gunjan Theatre (L),Active
Sus Road-Supreme HQ (S),18.558469,73.775012,Sus Road-Supreme HQ (S),Active
SUS Road- Krishna Medical near Supreme HQ (S),18.558469,73.775012,Sus Road-Supreme HQ (S),Active
Khadki-Martyr Cemetery (L),18.551991,73.856792,Khadki - Martyr Cemetery (L),Active
Bus - Bombay Sappers,18.5509228,73.8675154,Khadki - Martyr Cemetery (L),Active
Bus - Holkar Bridge,18.5556219,73.861357,Khadki - Martyr Cemetery (L),Active
Bus - Khadki War Cemetery,18.5526113,73.8566578,Khadki - Martyr Cemetery (L),Active
Bus - Mula Road,18.5492954,73.8548983,Khadki - Martyr Cemetery (L),Active
Bus - Central Hatchery,18.5490309,73.8511003,Khadki - Martyr Cemetery (L),Active
Khadki - Martyr Cemetery (L),18.552734,73.856766,Khadki - Martyr Cemetery (L),Active
Hinjewadi-TCG Gate,18.593253,73.70792,Hinjewadi-TCG Gate,Active
Bus - Tinsel Town,18.586636,73.699784,Hinjewadi-TCG Gate,Active
Bus - TCG HJW,18.591891,73.707323,Hinjewadi-TCG Gate,Active
Hinjewadi Infosys-II Gate-1 (TCG gate),18.593382,73.707916,Hinjewadi-TCG Gate,Active
Ravet- LIVE FIT GYM CORNER (S),18.650233,73.751557,Ravet-Live Fit Gym Corner (S),Active
Ravet-Live Fit Gym Corner (S),18.65024,73.751521,Ravet-Live Fit Gym Corner (S),Active
Aundh- Sakal Nagar Corner(M),18.550020,73.809523,Aundh- Sakal Nagar Corner(M),Active
Infosys PH-2 Gate-4 (S),18.597851,73.713359,Infosys PH-2 Gate-4 (S),Active
Bus - Infosys Bus Bay Phase 2,18.593463,73.707892,Infosys PH-2 Gate-4 (S),Active
Bus - Ghorpadi,18.5292055,73.9061714,Ghorpadi- War Memorial (L),Active
Ghorpadi- War Memorial (L),18.522997,73.889032,Ghorpadi- War Memorial (L),Active
Bus - National War Memorial,18.523059,73.889001,Ghorpadi- War Memorial (L),Active
Ghotawde Phata-Calyx Navyangan,18.516742,73.666035,Ghotawde Phata-Calyx Navyangan,Active
Baner-Ganraj Mangal Hall (M),18.5641,73.7769,Baner-Ganraj Mangal Hall (M),Active
Bus - Baner D-Mart,18.5666756667281,73.7695685629997,Baner-Ganraj Mangal Hall (M),Active
Bus - Beverly Hills,18.558116,73.774807,Baner-Ganraj Mangal Hall (M),Active
Bus - Supreme Pallacio,18.559916,73.783776,Baner-Ganraj Mangal Hall (M),Active
Bus - Ganaraj Mangal Karyalaya,18.564209,73.776916,Baner-Ganraj Mangal Hall (M),Active
Bus - Supriya Classic,18.565958,73.771552,Baner-Ganraj Mangal Hall (M),Active
Bus - Celestial City,18.655599,73.735870,Ravet-Celestial City Corner(M),Active
Bus - Kiwale Adarsh Nagar bus stop,18.664676,73.739893,Ravet-Celestial City Corner(M),Active
Ravet-Celestial City Corner(M),18.655672,73.736031,Ravet-Celestial City Corner(M),Active
Bus - Sentosa WaterPark,18.6532213,73.7334479,Ravet-Celestial City Corner(M),Active
Bavdhan-Zinnea Appt gate (M),18.508236,73.780088,Bavdhan-Zinnea Appt gate (M),Active
Bus - Crystal Honda,18.5221863,73.7697864,Bavdhan-Zinnea Appt gate (M),Active
Baner - Kalamkar Chowk (M),18.558563,73.776531,Baner - Kalamkar Chowk (M),Active
Viman Nagar - Opp Dorabjee (L),18.568801,73.906748,Viman Nagar - Opp Dorabjee (L),Active
Bus - Dorabjee Market,18.568823,73.906878,Viman Nagar - Opp Dorabjee (L),Active
Bus - Rohan Mithila,18.572431,73.907362,Viman Nagar - Opp Dorabjee (L),Active
Bus - Gangapuram Mhada,18.568240,73.910905,Viman Nagar - Opp Dorabjee (L),Active
Bus - Vimannagar Chopati,18.574656,73.912569,Viman Nagar - Opp Dorabjee (L),Active
Bus - Symbiosis Law School,18.575346,73.907791,Viman Nagar - Opp Dorabjee (L),Active
Bus - Jagtap Mangal Karyalaya,18.666884635,73.8893806695,Dighi-GajananMaharaj Stop (L),Active
Bus - Charholi Phata,18.6616709111,73.8866112334,Dighi-GajananMaharaj Stop (L),Active
Bus - Wadmukhwadi (Alandi Road),18.6538934748,73.8842074326,Dighi-GajananMaharaj Stop (L),Active
Bus - Saibaba Temple (Alandi Road),18.6418333224,73.8779808079,Dighi-GajananMaharaj Stop (L),Active
Dighi-GajananMaharaj Stop (L),18.632104,73.872901,Dighi-GajananMaharaj Stop (L),Active
Dighi - Gajanan Maharaj Bus Stop (L),18.632058,73.872898,Dighi-GajananMaharaj Stop (L),Active
Bhosari - Shashtri Chowk (L),18.624429,73.857997,Bhosari - Shashtri Chowk (L),Active
Bus - Shastri Chowk,18.6244485261802,73.857983218851,Bhosari - Shashtri Chowk (L),Active
Bus - Datta Nagar chowk Ambegaon BK,18.449744,73.849621,Katraj-Datta NGR Wondercity(L),Active
Bus - Sai siddhi chowk,18.448924,73.843085,Katraj-Datta NGR Wondercity(L),Active
Katraj-Datta NGR Wondercity(L),18.449589,73.853811,Katraj-Datta NGR Wondercity(L),Active
Chinchwad-Gawade Pump (M),18.630053,73.792736,Chinchwad-Gawade Pump (M),Active
Kharadi-By Pass-Hotel Tulsi(L),18.562149,73.938484,Kharadi-By Pass-Hotel Tulsi(L),Active
Bus - Janak Baba Dargah,18.56472,73.9435,Kharadi-By Pass-Hotel Tulsi(L),Active
Bavdhan-Chellaram Hospital (M),18.518012,73.768771,Bavdhan-Chellaram Hospital (M),Active
"Bus - HEMRL, Highway",18.5282798,73.7777472,Bavdhan-Chellaram Hospital (M),Active
Spine Road-Spine City Mall (L),18.649819,73.839231,Spine Road-Spine City Mall (L),Active
Bus - Samrajya complex,18.647348,73.850410,Spine Road-Spine City Mall (L),Active
Bus - Spine City Mall,18.649726,73.839523,Spine Road-Spine City Mall (L),Active
Bus - Spine Road - CHC Chikhali Road Junction,18.6627662,73.8138605,Spine Road-Spine City Mall (L),Active
Marunji-Katraj Milk Corner (S),18.623526,73.712521,Marunji-Katraj Milk Corner (S),Active
Bus - Life Republic R4 Corner,18.623281,73.712438,Marunji-Katraj Milk Corner (S),Active
Bhoirwadi-TCS Circle (S),18.582358,73.685612,Bhoirwadi-TCS Circle (S),Active
Hinjewadi PH3-Shell Pump (S),18.587353,73.701384,Hinjewadi PH3-Shell Pump (S),Active
Marunji-Bank of Maharashtra(S),18.610205,73.719863,Marunji-Bank of Maharashtra(S),Active
Bus - Marunji-City Hospital,18.606896,73.723642,Marunji-Bank of Maharashtra(S),Active
Bus - Marunji (Bank of Maharashtra),18.6127766067216,73.7143235715642,Marunji-Bank of Maharashtra(S),Active
Ravet-Creative Academy (M),18.649677,73.761765,Ravet-Creative Academy (M),Active
Pimpri-AnnasahebMagarStdium(M),18.63717,73.82147,Pimpri-AnnasahebMagarStdium(M),Active
Baner - Opp NEXA Service (S),18.559875,73.769162,Baner - Opp NEXA Service (S),Active
Salunkhe Vihar-BankofIndia (L),18.481168,73.904508,Salunkhe Vihar-BankofIndia (L),Active
Bus - Salunke Vihar,18.481255,73.903620,Salunkhe Vihar-BankofIndia (L),Active
Ghorpadi-Mahalxmi Temple (L),18.517445,73.902283,Ghorpadi-Mahalxmi Temple (L),Active
NandedCity-Eco Park Garden (L),18.455301,73.785163,NandedCity-Eco Park Garden (L),Active
Bibwewadi-Balaji Amruttulya(L),18.463142,73.865135,Bibwewadi-Balaji Amruttulya(L),Active
Wanowri-PunjabNationalBank (L),18.482548,73.893184,Wanowri-PunjabNationalBank (L),Active
PimpleGurav-OmSaiTea corner(M),18.602328,73.817037,PimpleGurav-OmSaiTea corner(M),Active
Narhe-SwamiNarayanTemple (L),18.443082,73.837206,Narhe-SwamiNarayanTemple (L),Active
Bus - Swaminaryan Temple,18.4431220609264,73.8372521355397,Narhe-SwamiNarayanTemple (L),Active
Bus - Dihghi Dutta Nagar,18.622731,73.874269,Dighi-DattaNGR MedPlusMedi (L),Active
Dighi-DattaNGR MedPlusMedi (L),18.622444,73.874152,Dighi-DattaNGR MedPlusMedi (L),Active
Punawale-18 Latitude Mall (M),18.623492,73.732132,Punawale-18 Latitude Mall (M),Active
Bus - 18 Latitude Mall,18.6235192259626,73.7321642158394,Punawale-18 Latitude Mall (M),Active
Bus - Koyate Chowk Punawale,18.6309600574924,73.7378427195496,Punawale-18 Latitude Mall (M),Active
Kothrud-ShivtirthVadaCenter(L),18.512483,73.808848,Kothrud-ShivtirthVadaCenter(L),Active
Bhosari-JaiGanesh Samrajya (L),18.64691,73.85027,Bhosari-JaiGanesh Samrajya (L),Active
Bus - Moshi Phata,18.679359,73.849190,Bhosari-JaiGanesh Samrajya (L),Active
Bus - Moshi Gaon,18.676928,73.849767,Bhosari-JaiGanesh Samrajya (L),Active
Bus - Bankar Wasti,18.671020,73.848370,Bhosari-JaiGanesh Samrajya (L),Active
Bus - Borate Wasti,18.665647,73.848704,Bhosari-JaiGanesh Samrajya (L),Active
Bus - Moshi Jakat Naka,18.661642,73.848539,Bhosari-JaiGanesh Samrajya (L),Active
Bus - Gandharva Nagri,18.653669,73.849159,Bhosari-JaiGanesh Samrajya (L),Active
Bus - Moshi Toll Plaza,18.686907,73.846653,Bhosari-JaiGanesh Samrajya (L),Active
Indrayni NGR-Hotel Haveli (L),18.63439,73.84959,Indrayni NGR-Hotel Haveli (L),Active
Bus - Landge road spine road junction,18.647269,73.845574,Indrayni NGR-Hotel Haveli (L),Active
Bus - Indrayani Nagar,18.637601,73.844512,Indrayni NGR-Hotel Haveli (L),Active
Bus - Sant Dyaneshwar Stadium,18.632493,73.840242,Indrayni NGR-SidhivinaykCHK(L),Active
Bus - Indrayani corner,18.628906,73.833403,Indrayni NGR-SidhivinaykCHK(L),Active
Indrayni NGR-SidhivinaykCHK(L),18.642589,73.845306,Indrayni NGR-SidhivinaykCHK(L),Active
PimpleSaudagar-JeevanJyoti (S),18.59977,73.792933,PimpleSaudagar-JeevanJyoti (S),Active
Shivane-Harishkumar Shopee (L),18.469141,73.78664,Shivane-Harishkumar Shopee (L),Active
Bus - Shivane-Harishkumar Shopee,18.469188,73.786774,Shivane-Harishkumar Shopee (L),Active
Punawale-Pulse Hospital (S),18.637294,73.750365,Punawale-Pulse Hospital (S),Active
Baner-Lifecare Medico (S),18.551695,73.772060,Baner-Lifecare Medico (S),Active
Kondhwa-BK Toughened Glass (L),18.464588,73.889809,Kondhwa-BK Toughened Glass (L),Active
Ravet-Sentosa Resorts (S),18.65292,73.7338,Ravet-Sentosa Resorts (S),Active
VadgaonSheri-BollywoodSpice(L),18.546557,73.930238,VadgaonSheri-BollywoodSpice(L),Active
Tathwade- Akshara School (S),18.608782,73.745478,Tathwade- Akshara School (S),Active
VadgaonSheri-AnandPark Stop(L),18.55271,73.92543,VadgaonSheri-AnandPark Stop(L),Active
Hinjewadi-Green Olive CHS (S),18.586829,73.739403,Hinjewadi-Green Olive CHS (S),Active
Katraj-DuttaNGR Under Pass (L),18.450596,73.851237,Katraj-DuttaNGR Under Pass (L),Active
Yerawada-Sangamwadi Corner(L),18.544859,73.87714,Yerawada-Sangamwadi Corner(L),Active
Marunji-Bharat Medical (S),18.602925,73.731161,Marunji-Bharat Medical (S),Active
Bus - Bharat Medical Marunji,18.602916,73.731147,Marunji-Bharat Medical (S),Active
Wakad-Garve Hyundai (S),18.599751,73.754016,Wakad-Garve Hyundai (S),Active
OOB-Wagholi-Samrudhi Sweets(L),18.577998,73.995023,OOB-Wagholi-Samrudhi Sweets(L),Active
Kiwale-Aadarsh NGR BusStop (S),18.664846,73.739821,Kiwale-Aadarsh NGR BusStop (S),Active
Bus - Kiwale Purandare Colony,18.663618,73.738263,Kiwale-Aadarsh NGR BusStop (S),Active
Bus - Sonigara Presidency Corner,18.664082,73.745392,Kiwale-Aadarsh NGR BusStop (S),Active
Bus - Sukhwani Artize,18.662543,73.750404,Kiwale-Aadarsh NGR BusStop (S),Active
Punawale-ServiceRoadDominos(S),18.640036,73.738337,Punawale-ServiceRoadDominos(S),Active
Maan Road - Joyville (OOB),18.568513,73.721978,Maan Road - Joyville (OOB),Active
Magarapatta-Konark Icon (L),18.523511,73.932084,Magarapatta-Konark Icon (L),Active
Bus - Bakori Phata,18.58979,73.99757,Wagholi-WagheshwarTempleOOB(L),Active
Bus - Kesnand Phata (Wagholi),18.58154,73.98673,Wagholi-WagheshwarTempleOOB(L),Active
Bus - Khandve Nagar,18.57294,73.95657,Wagholi-WagheshwarTempleOOB(L),Active
Wagholi-WagheshwarTempleOOB(L),18.580633,73.979081,Wagholi-WagheshwarTempleOOB(L),Active
Bus - Wagheshwar Temple bus stop,18.580633,73.979081,Wagholi-WagheshwarTempleOOB(L),Active
Hinjewadi - Kasturi Chowk (S),18.599731,73.744690,Hinjewadi - Kasturi Chowk (S),Active
Lohegaon - Kalwad Wasti (L),18.585306,73.905137,Lohegaon - Kalwad Wasti (L),Active
Kondhwa - Rajyog Lawns (L),18.468120,73.876271,Kondhwa - Rajyog Lawns (L),Active
Jagtap Dairy Signal (S),18.592095,73.784965,Jagtap Dairy Signal (S),Active
Xrbia-Township Marunji OOB (M),18.604512,73.688961,Xrbia-Township Marunji OOB (M),Active
Kharadi - Fortune House (L),18.559086,73.950463,Kharadi - Fortune House (L),Active
Viman Nagar - 10 Biz Park (L),18.575083,73.909689,Viman Nagar - 10 Biz Park (L),Active
DehuRoad-Ordnance factory (M),18.678395,73.737560,DehuRoad-Ordnance factory (M),Active
Ravet -Yashashree Hospital (M),18.653754,73.743987,Ravet -Yashashree Hospital (M),Active
Punawale-Dmart Ready (M),18.626731,73.738021,Punawale-Dmart Ready (M),Active
Bhosari - Bhosari Garden (M),18.643645,73.831137,Bhosari - Bhosari Garden (M),Active
Wanowrie-Bank of Maha (L),18.500568,73.900636,Wanowrie-Bank of Maha (L),Active
BTKawade-Kalubai Chowk (L),18.506478,73.906947,BTKawade-Kalubai Chowk (L),Active
